,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,-96.38709541981636,-98.77976121900656,-102.24480586288158,-104.8632935809003,-109.32651138564806,-111.13012643200872,-112.90787059662479,-113.32719251440633,-115.3844507801239,-114.48645931823783,-114.4041243877481,-112.98755099683969,-107.54721912490749,-107.01058180578174,-103.09354916127178,-98.33093844078223,-93.95454277636055,-91.6018994743891,-89.58542696932665,-88.25748776941104,-85.76969742584431,-79.75607529604677,-82.39603904779605,-79.70004874813935,-82.2854818724037,-84.82296882509732,-84.99882829897055,-85.87290465502517,-84.42737938415294,-83.11437120170693
11,-96.44468955186186,-99.11154485640394,-102.41829357205523,-104.74500842003819,-109.61887639236096,-111.18826439802633,-113.0345649032712,-113.3018340996669,-115.20448732197126,-114.46810820383001,-114.19308608361045,-113.25612225422871,-107.50541492867173,-106.7991814527162,-103.36989294073187,-98.1767762036819,-93.8608318693804,-91.48721705090331,-89.673976936302,-88.28806163166313,-85.5384658753238,-79.72017518990361,-82.14682032018364,-79.77157276251504,-82.38047100328396,-84.84274919733545,-84.80664040192653,-86.03016104990566,-84.43143026361736,-83.36512649357508
12,-96.42425019302485,-98.9965946113341,-102.43759837044587,-104.89395145271473,-109.79709005786451,-111.21902351279462,-113.17564504061126,-113.28756342212647,-115.15740821519074,-114.44676299902058,-114.24805891695145,-113.44966804184303,-107.29569709968294,-106.85901581810626,-103.33081770581978,-98.24366064944675,-93.83270356407002,-91.43360203267024,-89.69844270529718,-88.22335971612058,-85.5497889513559,-79.68527537411312,-82.11437791233723,-79.74208920795694,-82.46317488005477,-84.82483882290572,-84.85502252531523,-85.97931282155511,-84.42653429786344,-83.38164565404199
13,-96.23764196408554,-99.35367925155822,-102.33309285355097,-104.67495016619688,-110.05971714932426,-111.28526655296409,-113.16002629931661,-113.34194608476182,-115.21829512151164,-114.32207311507617,-114.31465950654766,-113.62475203827357,-107.10707087453972,-106.85828960638496,-103.09310489550903,-98.0447808958648,-93.95758839598541,-91.29842161763976,-89.73576230995216,-88.11814247408462,-85.57048536045994,-79.6937356882054,-82.14953321128289,-79.71541959811542,-82.50993525671942,-84.9436922686926,-84.73483244101908,-85.94878848911067,-84.62175990842596,-83.3804537983231
14,-96.21410147501284,-99.47384659756514,-102.39044148409664,-104.82450600752641,-109.83454892855526,-111.17070664022272,-113.13577549093424,-113.25213817895784,-115.11890408493048,-114.2403903495112,-114.43717366246831,-113.78421569608362,-106.8822514348408,-106.8953996717081,-103.24096255373475,-98.08199789149232,-93.96522124949,-91.3241458050148,-89.66796268319275,-88.0799246161843,-85.61336156092386,-79.70534834692418,-82.10846554475374,-79.6906242165855,-82.62311864796162,-84.98425441831293,-84.72621177020704,-85.95906746949947,-84.82400041555528,-83.28680355697126
15,-96.23096220244894,-99.3250679495968,-102.43879720218332,-105.01662727941672,-109.95877343589952,-111.3194913790481,-113.14551006768674,-113.10587088387325,-115.05191827804087,-114.32522501198679,-114.62715356089487,-113.62398272639359,-106.9863317082862,-106.94684072724625,-103.18377895185424,-97.95763377607602,-93.92823628229273,-91.28434594246815,-89.71478005764023,-88.01521172027276,-85.67380665517526,-79.61794560025051,-82.24086240661661,-79.69250636551527,-82.69469609463471,-84.96377339241874,-84.77887247079784,-86.00092200200174,-84.97302125801387,-83.34364026568262
16,-96.27415759692373,-99.39728971572147,-102.37076956624274,-105.06279520565938,-110.04838449158792,-111.23463466748117,-112.92761611067608,-113.30183516122948,-115.10893371147829,-114.39033320944995,-114.6761534229147,-114.00675578029346,-107.12520043165573,-107.09611709741844,-103.21848631401336,-98.42099348747797,-93.9746563193314,-91.21525860996832,-90.0112950542791,-87.75642577264577,-85.73297958814352,-79.79847998949514,-82.3881555741609,-79.34617443431763,-82.50055967848378,-84.98920199021765,-84.76348155418529,-85.8114110351512,-85.06526568200482,-83.08202655412705
17,-96.32437304198199,-99.51787831163503,-102.20862392885374,-105.30230604585175,-110.25903145845403,-111.1540824530313,-112.84460221274362,-113.22619497017104,-115.17686758448072,-114.44854304399612,-114.728427823119,-113.84265518041282,-107.2730081621887,-107.07575010381179,-103.25015255407342,-98.09234700409336,-93.90527818879,-91.49950281905416,-89.72785137045592,-87.88784801466728,-85.66764810085219,-79.66303086160787,-82.582617669311,-79.14857256696718,-82.4333966459572,-85.07051849832555,-84.98190710386714,-85.5122619136891,-84.91969340641012,-83.11994684903287
18,-96.08159355915765,-99.48393834642613,-102.37585386193042,-105.53351119571921,-110.42683048409387,-111.06517960302355,-112.8646283449224,-113.21998467880292,-115.1287892081893,-114.5424721164712,-114.92164932670684,-113.81264150344063,-107.3729612276389,-107.28042169757715,-103.35658006498582,-98.23247380047574,-93.84989554727457,-91.65887872606882,-89.86725138116374,-87.85357169088718,-85.904627412479,-79.76609098875696,-82.38882887030293,-79.35019830595623,-82.4878770774827,-85.17451417754906,-84.80152163445452,-85.73044890313976,-84.6998664414574,-83.04945979412899
19,-96.03799516386759,-99.53306264081174,-102.44464783142718,-105.56193558802674,-110.47047201769554,-111.07314154370054,-112.88079236224516,-113.2190854355387,-114.96219934359289,-114.47525660923783,-114.93726092108285,-113.72798577376246,-107.2091196998958,-107.2501277526713,-103.1855310611404,-98.08345108255156,-93.70325345024135,-91.71671872399133,-89.8836757007778,-88.01342809260196,-86.05591062995371,-79.52486126608751,-82.54527627937968,-79.29861100145901,-82.5323671253345,-85.12406114324817,-84.684622669429,-85.6202396508179,-84.80659099150029,-82.91702682690793
20,-96.0761474327408,-99.6347943566961,-102.40954042142799,-105.46166588014299,-110.59536408799865,-110.9833090093582,-112.9751651568186,-113.17997654745076,-114.72958380872039,-114.47833734943886,-114.83087084614137,-113.70538448070319,-107.25796677776913,-107.42379058767841,-103.35323223570857,-97.89713754905706,-93.79363731093547,-91.59386212725133,-89.83469834078115,-87.94131255868118,-86.08504480425424,-79.54139184331424,-82.53731640543165,-79.16199125568056,-82.53399846663355,-85.25005057358986,-84.45672196651373,-85.57500496042682,-84.8400591195853,-82.8180427397852
21,-96.04860659046324,-99.5072768501576,-102.41156321973122,-105.2412156934827,-110.74310818621805,-110.72833620739496,-113.08937302603614,-113.42978470968296,-114.89528925459037,-114.24707884515452,-114.97381410193343,-113.73225220364121,-107.29015465738544,-107.55956665010332,-103.25021222944648,-98.02716869004239,-93.8956721764951,-91.29467175878372,-89.90303689899278,-87.89671553911187,-86.11735903572048,-79.62835130845924,-82.41150346223871,-79.16400655737122,-82.46314065733411,-85.43493633117374,-84.28305891149265,-85.81321308797872,-84.7851679319603,-82.77010694567993
22,-95.85816990012383,-99.6379713311299,-102.66422490175633,-105.19885701213882,-110.7028811948076,-110.44579948500862,-113.03095346443091,-113.6137891103023,-115.0610630810588,-114.60943203929641,-114.96161318312141,-113.62232880895246,-107.2341784650928,-107.65759296540931,-103.24078761870022,-98.05582733162397,-93.82891584305207,-91.3309393936318,-89.76288808000054,-87.85598638921357,-86.0390444605263,-79.31488535036543,-82.56158994953408,-78.9918792278075,-82.50672946631725,-85.34297374606538,-84.42591659792541,-85.69327120615756,-84.7847002697865,-83.03409118449592
23,-95.86961570725639,-99.61159211204982,-102.70572883122757,-105.27821848485486,-110.80123823755082,-110.40674517114797,-113.10383892712291,-113.57624102485566,-114.99391716632157,-114.73000543641831,-114.92915137413297,-113.67865368187562,-107.00193150481387,-107.95932877857885,-103.30255175334862,-98.17815374709178,-93.8226460091018,-91.31891903865825,-89.72710594162321,-87.95501188212958,-86.00733652493088,-79.3742977262973,-82.54110496758155,-78.85224845957322,-82.49006981705072,-85.28153426439995,-84.2906858953183,-85.62148726305223,-84.66756415600732,-83.0070611295757
24,-96.0196885489286,-99.60972359085963,-102.73042346817479,-105.292133567664,-110.75774868165847,-110.34270165095882,-113.16387146671903,-113.48605497321611,-115.08893370670911,-114.93755299964266,-114.90360614869117,-113.60831936088078,-107.21412322741844,-108.06703867071582,-103.29720710185875,-98.34722488581511,-93.64200667596403,-91.25106643373046,-89.58905839734919,-87.818792163265,-86.0159128091447,-79.21691934792759,-82.56102654227384,-78.69462313465142,-82.49945380666054,-85.45372929804037,-84.42377716204994,-85.63355922197546,-84.68381123465055,-83.09154133375381
25,-96.27309159439888,-99.73879110789021,-102.93197111197358,-105.32888802808985,-110.74618450612016,-110.31310822364034,-113.10327400621208,-113.73304268739663,-115.05516210841853,-115.1805807551972,-114.72752769806914,-113.38267038509812,-107.05526152725714,-107.82337251386079,-103.46636617913207,-98.5321593925119,-93.56072107426141,-91.57864772385783,-89.51482933389899,-87.64716618133468,-86.25144183726181,-79.2670591166024,-82.3287870070574,-78.76981737443938,-82.51064792483773,-85.31493493354348,-84.32538359227485,-85.52024969502646,-84.9498786131165,-83.00069819467899
26,-96.33810120111026,-99.71600888246978,-103.04015043118014,-105.30698209450281,-110.80346592403471,-110.3894788251118,-112.92388724950344,-113.7540924565756,-115.27637394654349,-115.18870910953531,-114.58295622660998,-113.65856638286846,-107.05215917072397,-107.83800240750917,-103.52775732788801,-98.5543038951018,-93.552214576929,-91.52324388002305,-89.63679669966842,-87.69919653139881,-86.37826251987887,-79.32037701761729,-82.31963369808236,-79.00629270371927,-82.53614696671765,-85.31531243475754,-84.28083503195911,-85.79586502006818,-85.13804607539383,-82.87422811564872
27,-96.3759445947166,-99.80787208123597,-102.91428082499968,-105.27276211043173,-110.81893066205942,-110.42267983559505,-113.074581159407,-113.81261312596443,-115.268029355966,-115.1923572328521,-114.68148634472753,-113.75704081197722,-107.2287357451391,-107.78845630077726,-103.39754986410529,-98.52228979575176,-93.65710585452196,-91.3287198083237,-89.75242319518699,-87.67102982086021,-86.37125752973189,-79.43213411664959,-82.32617910147032,-79.05162405311496,-82.64948142775918,-85.29542496550724,-84.38698292937416,-85.78442838188528,-85.01339914320975,-82.9745664704617
28,-96.41553133836275,-99.8903641769135,-102.82742449812292,-104.91183991114028,-110.77128601605669,-110.32980887174627,-113.05799155103752,-113.43483329520453,-115.24333283357167,-115.24656340683083,-114.58499428948414,-113.54284787754573,-107.20840446438561,-107.8163022829764,-103.49031689103053,-98.65801883438431,-94.02837299034591,-91.3598684614336,-89.88796761739812,-87.51648216930144,-86.50667308255218,-79.51445297484386,-82.0379406465851,-79.00349906116158,-82.52813212052675,-85.3040248899735,-84.28039925545917,-85.59299597518753,-85.07324153302613,-83.13767300624839
29,-96.24786223500058,-99.86234664459832,-102.8348711028351,-105.03663755989189,-110.78604151262941,-110.41322736690937,-113.10400291363428,-113.45147554233468,-115.21109562687384,-115.35660251501716,-114.63874754941354,-113.54541320853735,-107.2677221851665,-107.68666914412134,-103.5266223733409,-98.66409537379963,-94.08316563627204,-91.49767209722661,-89.8775537303756,-87.71890779197112,-86.63404575060527,-79.57425606575418,-82.08820288665717,-79.18824812170011,-82.70557792012559,-85.28862813442467,-84.26887593919855,-85.5723435534606,-84.97292157753951,-82.90414183859636
30,-96.24801037181913,-99.93746829587202,-102.91301306279742,-105.06602982523044,-110.49446322213947,-110.47428671624911,-112.86301761574506,-113.34792049749501,-115.09487347727514,-115.11413417619156,-114.90896363756946,-113.6307958377091,-107.16454816254894,-107.8527508845683,-103.51442091226146,-98.6859246851732,-94.20051996846453,-91.46690485079186,-89.79904601331464,-87.48372938433931,-86.85076789198197,-79.95360608826222,-81.90872441536013,-79.09302930186627,-82.55491830082852,-85.37851210619435,-84.5272338762719,-85.57571025482078,-84.90429667120397,-82.9304856276189
31,-96.24548743602475,-99.92647331628439,-102.9774044062505,-105.17073056676934,-110.43431600746914,-110.5398315100859,-112.99958738289851,-113.44821181696052,-115.30827840631358,-115.13792331752354,-115.07404967027455,-113.44615218698259,-107.27810761141622,-107.83749092505434,-103.51322267915816,-98.7395787569887,-94.38182735952648,-91.43626790030325,-90.00849656019933,-87.48707274799605,-86.70384344916278,-79.97771668455479,-81.97318973981602,-79.02289516357926,-82.74719275132877,-85.31271169339556,-84.43644444248943,-85.56843141546715,-85.04440990400342,-82.88611276197311
32,-96.225828091732,-99.83247268049121,-102.90454710246186,-105.27113728571878,-110.37047633277388,-110.71847935889032,-112.87375472955716,-113.57674837072821,-115.41690039449969,-115.02124617974641,-115.11905223015907,-113.50138608819218,-107.31754385974799,-107.98524692525305,-103.41373100057855,-98.80662659533755,-94.39373947703402,-91.41975282502929,-89.97085123598907,-87.5121582629301,-86.55250361871681,-79.92834637975065,-81.8591475026172,-79.24518555405773,-82.63819861329142,-85.18672702283165,-84.40432375734125,-85.6381317548771,-84.99787169223717,-82.83374708650531
33,-95.78517586654152,-99.62813299694726,-102.69367921825041,-105.41737161853327,-110.26492845047574,-110.77564350293915,-112.8572034215931,-113.50425452078875,-115.24364085872098,-115.20920224520933,-114.98492967532697,-113.63518298017469,-107.31085790834292,-107.91997997879305,-103.35475673357539,-98.68244371705984,-94.44949244165092,-91.535662947208,-89.82144288569721,-87.47434765892183,-86.50236978778379,-79.93479005808442,-81.94404657687309,-79.1330201429513,-82.80872443371788,-85.04597890593101,-84.32140073930975,-85.67978720640075,-85.24407404808602,-82.73308841966656
34,-95.97908957115771,-99.59331543015023,-102.5446710274823,-104.88840980779806,-110.38236721629131,-110.81251709612894,-112.70273201615548,-113.3901286138687,-115.3562932837069,-115.50075452779534,-114.94790553233516,-113.46920383234576,-107.58610942205644,-107.91318325482304,-103.55717630982751,-98.5089145452546,-94.63601597868058,-91.54605313002104,-89.80500591124212,-87.85432415999308,-86.24463131794562,-80.16491013227547,-81.7086364111228,-79.13905001093647,-83.01217566849759,-84.84570908486934,-84.10975305335012,-85.8289070171418,-85.26809809557923,-82.75234783754445
35,-95.92695242245355,-99.6776033868505,-102.33452433537553,-104.84302592902296,-110.28472293748653,-110.77502161488287,-112.68934237165875,-113.53603514391854,-115.47706715199256,-115.5247569782595,-114.90766717609512,-113.48366028610248,-107.63394968879031,-107.98847383554512,-103.58508253965094,-98.42713247936146,-94.69879881046508,-91.49451813660826,-89.841054709029,-87.77017877777837,-86.29479101234472,-80.07757473844697,-81.72497792712686,-79.18097755608785,-82.9393656155627,-84.79957427212945,-84.28820745521283,-85.83705663756342,-85.11489214181925,-82.98212910731824
36,-95.91493097735281,-99.85087755349632,-102.19583767582664,-104.99808927145386,-110.27723195534259,-110.5595699646211,-112.56420060044915,-113.32000270772588,-115.21794066142849,-115.57979199931987,-114.9397527355626,-113.59828478894138,-107.31147847291048,-107.92014183493315,-103.6219196330827,-98.41759117799431,-94.62241072493086,-91.4063127984827,-89.90551385943672,-87.70904012014527,-86.1037922474819,-80.08953953852468,-81.63675022089559,-79.03913183017352,-82.91118734636717,-84.79728862890339,-84.3217451866246,-85.55640422067691,-85.07547895847121,-82.90128618024752
37,-95.81300805524421,-99.72035217471587,-102.2704044153481,-105.10909491657274,-110.09148891570099,-110.51116570476484,-112.61284465956511,-113.24194229598825,-115.13708208006501,-115.53782945709156,-115.03516782675585,-113.5567498533985,-107.21971083312309,-107.64191207953124,-103.7148107020881,-98.31381790452483,-94.57234688115571,-91.40438881168316,-89.79811924983186,-87.74505497010774,-86.24318695342096,-79.90116491217432,-81.71816378011543,-78.85289201466567,-82.91432820238472,-84.69803311587614,-84.31532810130265,-85.67864402709155,-84.91914150582015,-82.91877212526215
38,-95.9677369053843,-99.42735329519756,-102.29185027729311,-105.07076168660912,-110.30416485864276,-110.62986062880375,-112.41974049628949,-113.30090713566578,-115.15567326476805,-115.46631452487874,-115.13569124686578,-113.34493655313953,-107.09167090744941,-107.6523493307137,-103.41993737075731,-98.14095390875674,-94.64957733904559,-91.4055640380214,-89.97023175855168,-87.85826816975153,-85.91727178916415,-80.12187479430902,-81.47749907814465,-79.04974979612602,-82.93098279541967,-84.92259357138005,-84.10518539430424,-85.41033838058397,-84.83885672850967,-82.90256617759866
39,-95.74611410373956,-99.27418174212872,-102.20524381538003,-105.12713711681023,-110.45229215889452,-110.38655477844948,-112.50963833493796,-113.27884171727672,-115.28445950217653,-115.38836446997104,-115.22426360236469,-113.34295676557088,-106.98425040125547,-107.56706717406708,-103.63411821405441,-98.33354357118867,-94.74588272135034,-91.46372544475544,-90.03156412824244,-87.87023046053058,-86.07802509451005,-80.16425236234515,-81.47043942092473,-79.2266309506878,-82.78965926546336,-84.80462286656368,-84.03729765710706,-85.3867860145144,-84.9621776688323,-82.7258975369479
40,-95.613453723927,-99.33829483987354,-102.2160326295487,-105.21048232270421,-110.40055779365608,-110.39840436881768,-112.51923607510712,-113.08664991980851,-115.18700149666654,-115.49008670260586,-115.31860643731572,-113.34414343195662,-106.99809316624088,-107.3800853273246,-103.6310821750378,-98.37414421503796,-94.85388869791124,-91.67375193571691,-89.99841964136387,-87.78324488904944,-86.08068577607229,-80.22905850934173,-81.5160668702296,-79.39145397239362,-82.77330198173469,-84.89956293791313,-84.11481377512999,-85.35154148664363,-84.83035326850533,-82.94634618609061
41,-95.57019064491746,-99.43425449404234,-102.4207766211862,-105.31833966463816,-110.3265334676107,-110.13087764593968,-112.58156473045679,-112.95316730249465,-115.17638636489329,-115.34245609065151,-115.1920787245591,-113.39947735567432,-106.92166841358956,-107.44109651231227,-103.67698641007347,-98.56240633064738,-94.83690595900514,-91.7577656986777,-90.04239932263845,-87.88734690817304,-85.8869379843918,-80.12229337651738,-81.48888381148723,-79.24315511533553,-82.77208004216884,-84.74824401722613,-84.27790394027444,-85.4473058354201,-84.88316946167903,-83.22218343472093
42,-95.7480689571726,-99.44160821794378,-102.59708003615572,-105.35659339551167,-110.23854326939554,-110.34606175860867,-112.83333258705574,-113.13578609596314,-115.27489498953662,-115.34502057516542,-114.91248394388228,-113.3816830911973,-106.71006928818379,-107.55643701479161,-103.86408443157205,-98.67787801558805,-94.80256973280187,-91.5919180847167,-90.3623153669068,-87.79217599848316,-86.07975472203373,-80.20316998148877,-81.63925356277143,-79.26636550437607,-82.72712740191493,-84.59006817909953,-84.29320867291506,-85.37141096658183,-84.96036641845556,-82.81741269109995
43,-95.76908193398977,-99.37284653504572,-102.42485400287754,-105.39921969375399,-110.13629025262011,-110.35522281620256,-112.82863162985068,-113.06750864010361,-115.22729877955003,-115.51370410321658,-115.08644493701911,-113.31270655806595,-106.59644244036267,-107.67487016835857,-103.95854952977899,-98.60858795473338,-94.73472770799556,-91.48985846899625,-90.36549078396366,-87.6931829267172,-86.10570517553272,-80.47248151030503,-81.4904358252422,-79.25950021450542,-82.98469562772537,-84.66364125653814,-84.32962608005795,-85.3761081167627,-85.02497421610097,-82.82802691319321
44,-96.00704462755337,-99.47366049863362,-102.56889726477326,-104.99022236720843,-110.04280290027997,-110.17315838972422,-112.83796901272041,-112.7895937863588,-114.98980269705423,-115.31673741393514,-114.82263176459495,-113.26357268204977,-106.47512550622208,-107.61276840242486,-104.03343087783101,-98.58296485721453,-94.52000937903617,-91.6075596650586,-90.65731814435837,-87.63211879630082,-86.25209052523628,-80.52875879207471,-81.42357601993842,-79.19516625713153,-83.05350136752128,-84.64431579280688,-84.15209245975805,-85.52247712853307,-85.10188255753899,-82.65532614748894
45,-96.03715699432401,-99.46228902889236,-102.52713048019962,-105.0297612767412,-110.05367863880292,-110.04455668867524,-112.82515388313573,-112.89740224391561,-115.02383283132356,-115.21700343201523,-114.97089561602492,-113.2487707348507,-106.5506177192495,-107.63138339761612,-104.00355273718478,-98.56645283141319,-94.44327754893915,-91.59999717824695,-90.57654213300104,-87.74487263417888,-86.19877180047291,-80.41547264272049,-81.60412643344299,-79.25357390791557,-83.10838946016383,-84.61033879273072,-84.15543726484542,-85.44649371872704,-85.16209629471555,-82.74874841437835
46,-96.0329041821672,-99.2670199260979,-102.67129693053828,-105.21764982280423,-110.28386616336759,-109.93411744033868,-112.88430037309517,-112.85438060423623,-115.09694029043878,-115.19696808912046,-114.97735119090272,-112.95600148447532,-106.26978981269322,-107.45351255966575,-103.91807839193922,-98.52821549374148,-94.2263675609743,-91.49730763662355,-90.4672457705538,-87.75940239263142,-86.28069952202974,-80.39019316765324,-81.61641094537437,-79.29519144083629,-83.19340281637793,-84.84787548449385,-84.0984422661233,-85.47196166553864,-85.1632142071134,-82.72137823710474
47,-95.78271818245416,-99.12903439692656,-102.5220372252467,-105.41302253405905,-110.15618580427285,-110.13454934961734,-112.70311693301707,-112.70729458534737,-115.09926125749466,-115.17540645407446,-115.0075801011186,-113.01383590378107,-106.24906569198045,-107.5385829596718,-103.92120148970189,-98.49954042920041,-94.18741264806259,-91.44282854634577,-90.45531740609553,-87.70382930359597,-86.26716559519834,-80.40731423118557,-81.59066935997677,-79.23501849004278,-83.17964221835445,-84.76185645588801,-84.02549821325431,-85.52522783442159,-85.01835077149686,-82.73619256152624
48,-95.84946041518471,-99.12975857292767,-102.60702751857401,-105.31970723913584,-110.06728683247563,-110.16939059402316,-112.81675515923955,-112.60654301280066,-115.00074002739066,-115.25443855445758,-114.85397915627321,-113.09351301294858,-106.21555635099266,-107.541985087305,-103.87728988322043,-98.44350600669438,-94.12362358143874,-91.33396333122495,-90.38820520314248,-87.83828327678779,-86.17910141933237,-80.46469306202987,-81.45176493011631,-79.1431562552813,-83.17720230357872,-84.73132759780441,-84.078948380156,-85.54517476248625,-84.95876313644193,-82.78683798998122
49,-95.64399447153203,-99.29098954208743,-102.17807748075877,-105.42974368032507,-110.05705324030349,-109.9204203564872,-112.36685033050559,-112.52600667185166,-115.11283882982586,-115.07490404362449,-114.8722156540216,-113.05577825913458,-105.90442302662845,-107.39207599297939,-103.79047658029286,-98.5396594205943,-94.18465974561916,-91.63214987647932,-90.51947502710512,-87.73484111777418,-86.224538016652,-80.50130758445435,-81.64931598867236,-79.01410587198859,-83.5705027540931,-84.47815052831453,-84.20800809202831,-85.64010706247471,-84.86364677681266,-82.91582903565904
50,-95.60445030481429,-99.4262204428782,-102.20550086226517,-105.20314921478204,-110.11776462636392,-109.82396406151511,-112.3987887985406,-112.44261707305095,-115.14600247034788,-115.2000661306149,-114.7121077464356,-113.11018581341307,-106.13421142658238,-107.44519350127844,-103.90687846895439,-98.44344854508589,-94.19427780804764,-91.59131571974223,-90.41871573663913,-87.82639452597274,-86.23110469263864,-80.54278736606207,-81.57600421606588,-79.04150608681294,-83.61870561353076,-84.35053559179153,-84.15247797730761,-85.77394021291406,-84.78060147316289,-82.78113340390088
